HotelName,Date of review,Rating,Title,Description,Date of stay,Trip type,Room Tip
Marina Bay Sands,Mar-20,5,Weekend of luxury,"Stayed here for a weekend and WOW, fabulous hotel, great food (very good value in the food court in the basement) . and views to die for - great service, lovely drinks and just standing staring out of our window was perfect (40th Floor). Infinity pool beautifully clean, stunning vistas over the city and the harbour.  Spacious rooms with floor to ceiling windows (not for the faint hearted)  Wonderful and memorable experience",Feb-20,,
Marina Bay Sands,Nov-20,5,Good service and friendly staff,"Staycation with auntie for 3 days 2 nights. Very happy with comfortable and clean room, nice garden view.   The room attendant - DAN DAN very friendly and polite. Room cleaned by her also very neat and clean.",Nov-20,,
Marina Bay Sands,Mar-20,4,Not impressed,Been there 2012 and it had wow factor! So easy to compare for me. Now nothing special except pool. Breakfast could be better quality. Can't​ do late check out and use pool. No more airport transfer. Not everything is clean and looks like it need renovation.,Mar-20,,
Marina Bay Sands,Jan-20,5,Luxury ..worth the money,"Visited beginning of December 2019. Luckily the weather was mostly dry.  Worth every penny for this stay. Beautiful views from our balcony especially at night facing the gardens and bay. Very lucky to see a Christmas light show in the lit trees. The pool is beautiful and the jacuzzi. Room was very nice,comfy and clean. People are so nice,friendly and helpful everywhere. So clean and nice everywhere inside the hotel. Gardens well worth the money to visit. Choice of so many places to eat inside and outside the hotel. Don't miss out on the Singapore sling 😉  None of it cheap but good value. So glad we did the one night stop over on way to Australia from the UK.  Great experience and solved the jet lag problem too .",Dec-19,,
Marina Bay Sands,Mar-20,5,"Super service, beautiful clean rooms, good restaurants - a must do!","The service is amazing; in particular , Eric at the VIP desk was very welcoming and made our first trip to Singapore special. An old friend and I were celebrating our 25 years of friendship and staying at MBS was a lovely way to do it. I highly recommend the hotel. Food was very good too!",Mar-20,,
Marina Bay Sands,Feb-20,3,Average,"Everyone except the front desk guy was snobby AF, I think his name was Mansor, he was really nice and the only good thing. This isn’t a luxury hotel it’s a basic 4 star hotel with a pretty pool. Musky smell in hallways. The elevator is annoying and they could definitely have better signage to direct you. Everything’s got different closing times. Felt like my whole time was spent walking hallways looking for proper elevator. Concierge desk was very unhelpful. Nobody has any information. Had a terrible experience at lavo and everything is beyond overpriced.",Feb-20,,
Marina Bay Sands,Feb-20,5,Fantastic experience,"Fabulous place. Clean, beautiful, big rooms, great beds, gobsmacking view, outstanding services.  Pool is fantastic but victim of it's popularity. Can be crowded at once. Recommand to visit the pool before 3pm and in week. Week end afternoon is very crowdy.",Feb-20,,
Marina Bay Sands,Jan-20,5,Luxury and relaxing,"All I can is wow! Although pricey, this hotel exceeded my expectations and was worth the splurge for the experience. We booked a family suite and it was massive! We are a family of 4 and love the room. The terrace was huge and having two bathrooms was very helpful. The infinity pool is unbelievable.",Dec-19,,
Marina Bay Sands,Feb-20,3,Nice view,"Nice view, but otherwise nothing special. Better to go to some bar or restaurant down town. This place is a little offsite. You need a bus or cab ride to go there. Otherwise, Singapore is a nice but somewhat odd country to go to.",Jan-20,,
Marina Bay Sands,Mar-20,5,SEEING IS BELIEVING,"A marvellous feat of engineering.The Marina Bay Sands hotel is totally mesmerising. The size and scale of the thing simply takes your breath away. Inside as you'd expect,is  immaculate . Looks great lit up at night too !",Feb-20,,
Marina Bay Sands,Jul-20,5,I want to go back,It was just great experience.. No words... Room spacious comfortable. Great view.. Staff sooo friendly and thank you receptionist Son.. to helpful feedback about Singapore. And of course that you must go to the hotel pool... Its a little bit expensive.. But king chilly crab rules the world..,Sep-19,,
Marina Bay Sands,Feb-20,5,Amazing,"Simply amazing! Staff , cleaning, restaurants, rooms.... and , of course, the amazing infinity pool. Everything is perfect. All staff always available for help. All the restaurants are awesome. They view of the rooms and from the pool are outstanding.",Jan-20,,
Marina Bay Sands,Mar-20,3,Missing Stash of Money,"Recently, stayed at tower 3 of the hotel.  Stay was fantastic but the response for reported lost and found is slow. They were polite and everything. But obviously anxious as in all my hotel stays I had nothing lost , misplaced or taken. Even though I had taken utmost care of my valuables, somehow it has gone missing. I am not pointing fingers at any party. But it is indeed painful.",Mar-20,,
Marina Bay Sands,Feb-20,5,Amazing hotel.,"We stayed at this hotel in February 2020. The hotel is amazing, the best breakfast I had so far (with different cuisines: international breakfast, Indian, Chinese and even more). The stuff is very friendly and helpful. Locations is great - next to MRT, gardens by the bay, etc. The top roof bar, swimming pool, restaurant are really great. We had a room with a balcony - the view is breathtaking! Would love to come again",Feb-20,,
Marina Bay Sands,Jul-20,5,Wonderful hotel with great pool,"Extremely clean, great service, beautiful views, great food, great architecture! This hotel is a must to visit. We enjoyed pool, jacuzzis, room living room/ tv room and bedroom. Giant room! With electric blinds etc..and views are amazing!",Nov-19,,
Marina Bay Sands,Jan-20,5,Awesome,"Great place to shop , well kept clean and lots of branded shops. Would highly recommend coming here while you are in Singapore. Fabulous views and so courteous staff in most showrooms. Loved the Starbucks area with its open air fountain and the small boat ride.",Jan-20,,
Marina Bay Sands,Feb-20,5,Worth more than the Price,"This is an amazing resort. We wish we had a week to spend. Infinity Pool is amazing, Rooftop bar not to be missed. The Food and drinks were excellent. The Singapore Sling is tops better than at Raffles. The service was tops and room was better than expected. 10’s all around!",Feb-20,,
Marina Bay Sands,Feb-20,5,Pearl in the crown of Singapore,"Singapore is a beautiful, modern, high-tech city. And Marina Bay Sands is his jewel! The view from the infinity pool is impressive! The rooms are lovely, the breakfast is excellent, the staff is good. It is obligatory to visit at least once in a lifetime.",Jan-20,,
Marina Bay Sands,Jan-20,5,A lovely welcome,We checked in this morning and as soon as we arrived we was fortunate enough to be welcome at the reception by a lovely receptionist Andrea. Just wanted to say how amazing & friendly she was. It’s my partners birthday and she made sure we got our room early and made his birthday very special... so thank you Andrea we’re having a great time so far! Xx,Jan-20,,
